original_title,release_date
Jack Goes Boating,"A limo driver's blind date sparks a tale of love
The Ballad of Nessie,"A legendary and friendly creature named Nessie lives happily in a small pond with her friend MacQuack
Suspect Zero,"A killer is on the loose
ëª½íƒ€ì£¼,"A kidnapper disappeared 15 years ago without a trace. Five days before the case's statute of limitations expires
10.5: Apocalypse,"A jolted West Coast deals with the deadly aftereffects of a massive tremor in this sequel to the disaster drama 10.5. Concerned that a widening fault line may set off two nuclear reactors
Le fils,"A joinery instructor at a rehab center refuses to take a new teen as his apprentice
The Last Station,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya
Kid's Story,"A high school student is haunted by thoughts of ""The Matrix"" and a person named ""Neo"". Part of the Animatrix collection of animated shorts set in the Matrix universe."
Spectacular!,"A high school choir is fading in popularity
Flicka,"A headstrong 16 year old Katy McLaughlin desires to work on her family's mountainside horse ranch
Sex and Death 101,"A guy's life is turned around by an email
Careful What You Wish For,"A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon
A.C.O.D.,"A grown man is still caught in the crossfire of his parents' 15 year divorce. He discovers he was unknowingly part of a study on divorced children and is enlisted in a follow-up years later
L'Auberge rouge,"A group of travelers
Return of the Living Dead: Necropolis,"A group of teenagers who
Always Watching: A Marble Hornets Story,"A group of student film makers are creating ""Project Marble Hornets"" when the production is interrupted by a series of paranormal events in this tense and shocking horror."
Wrong Turn 3: Left for Dead,"A group of people find themselves trapped in the backwoods of West Virginia
Ernest Goes to Camp,"A group of juvenile criminals is sent for vacation to Kamp Kikakee. The clumsy Ernest has to care for them
Carry On Abroad,"A group of holidaymakers head for the Spanish resort of Elsbels for a 4-day visit. When they get there
Setup,"A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands
Most Likely to Die,"A group of former classmates gather for a pre-party at one of their homes the night before their 10-year high school reunion
Truth or Dare,"A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening
Vile,"A group of attractive young people (of course) awaken to find themselves prisoners in a mysterious house with no means of escape. They are each outfitted with new accouterments--electronic devices attached to the base of their skulls--and a recording on a television screen alerts them of their task. In order to escape
600 kilos d'or pur,"A group of adventurers make off with 600 kilograms of gold in Guyana
The Dangerous Lives of Altar Boys,"A group of Catholic school friends
Jailbait,"A gritty coming of age thriller about a young girl sent to juvenile prison for the murder of her abusive step father. The film follows Anna Nix's journey into the dark world of an all girls jail where she discovers complex relationships
Dawn Rider,"A gripping story of vengeance and passion set in the American West. When the father of gunslinger John Mason (Slater) is shot to death by masked bandits
Stalked By My Neighbor,"A girl and her mother escape to suburban safety after a home invasion scares them out of the city
Because of Winn-Dixie,"A girl
Lake Placid 3,"A game warden moves his family to Lake Placid
McCabe & Mrs. Miller,"A gambler and a prostitute become business partners in a remote Old West mining town
The Ouija Experiment 2: Theatre of Death,"A fun filled weekend turns deadly when a group of unsuspecting theatre goers are trapped inside
Pooh's Grand Adventure: The Search for Christopher Robin,"A full length animated film for all the family to enjoy. Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh
The Condemned 2,"A former bounty hunter who finds himself on the run as part of a revamped Condemned tournament
Driven To Kill,"A former Russian mobster named Ruslan
Some Guy Who Kills People,"A formal mental patient's repressed anger reaches the boiling point
Imagine That,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world
Dreams of a Life,"A filmmaker sets out to discover the life of Joyce Vincent
Soul Survivors,"A female collage co-ed freshman who was involved in a fatal car crash discovers she may not have survived the tragedy after all when she becomes caught between the world of the living and the dead A sort of limbo state of being between both the real and the spirit worlds in which the ghosts of the afterlife want to collect her
Father and Daughter,"A father says goodbye to his young daughter. In time the daughter grows old
Get Santa,"A father and son who must team up to save Christmas
Il racconto dei racconti,"A fantasy film with horror elements
Scooby-Doo! and the Witch's Ghost,"A famous horror writer
Jack and the Beanstalk,"A fairy tale character who is about to flunk out of fairy tale school
See Spot Run,"A drug sniffing agent canine is a target for an assassin boss so the FBI calls Witness Protection to send him somewhere else. Meanwhile a single Mom puts her 6 year old boy James in the care of her irresponsible
Generation Um...,"A drama that follows three adults during a single day in Los Angeles
About Cherry,"A drama centered on a troubled young woman who moves to San Francisco
True Story,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo
Alive in Joburg,"A documentary-style short film about the arrival of an alien spaceship over Johannesburg
Downloaded,"A documentary that explores the downloading revolution; the kids that created it
Maradona by Kusturica,"A documentary on Argentinean soccer star Diego Maradona
A Brief History of Time,"A documentary film based on the life of scientist Steven Hawking. The film explores the intimate life of Steven Hawking through him
Urbanized,"A documentary about the design of cities
The Stone Roses: Made of Stone,"A documentary about the English alternative rock band
A Film with Me in It,"A dissolute scriptwriter and a dejected actor become unwittingly drawn into a labyrinthine mess when several people experience bizarre accidental deaths in their flat. Though the men didn't deliberately cause any of the incidents
Child of God,"A dispossessed
Right at Your Door,"A dirty bomb goes off in Los Angeles
Wer,"A defense attorney begins to suspect that her client
The Sandlot 2,"A decade has passed in the small town where the original Sandlot gang banded together during the summer of â€™62 to play baseball and battle the Beast. Now comes the sequel
The Rover,"A decade after the collapse of the western world
Bo chi tung wah,"A debt collector receives a call from a woman who is kidnapped by an unknown gang. He thinks it is a joke but soon
Cassadaga,"A deaf girl attempts to contact her sister during a sÃ©ance
The Patriot,"A deadly virus threatens to wipe out an entire Rocky Mountain town
Reality,"A dark comedy centering on the lives of a Neapolitan based family whose father
The Poseidon Adventure,"A cruise ship succumbs to a terrorist act and capsizes on New Year's eve. A rag-tag group of survivors
Cat Run 2,"A couple of fumbling best friends run a private detective agency and find themselves solving their next case in New Orleans
Leatherface: Texas Chainsaw Massacre III,"A couple encounters a perverted gas station attendant who threatens them with a shotgun. They take a deserted path in Texas to seek help
In Their Skin,"A couple and their young son retreat to their woodland vacation home
Out of the Dark,"A couple and their daughter moves to Colombia to take over a family manufacturing plant
Recoil,"A cop turns vigilante after his family is murdered
Full Frontal,"A contemporary comedy set in Los Angeles
Like Dandelion Dust,"A compelling drama that explores the different meanings of being a parent through the gritty
That's What I Am,"A coming-of-age story that follows 12-year-old Andy Nichol
Happy Accidents,"A comedy that pays tribute to the science fiction genre -- specifically
Mac & Devin Go to High School,"A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech
"3,"A comedy about two brothers
Breaking Wind,"A comedic spoof based on the worldwide phenomenon ""The Twilight Saga."""
Ghoulies III: Ghoulies Go to College,"A college teacher brings the little creatures back to his campus
BelphÃ©gor - Le fantÃ´me du Louvre,"A collection of artifacts from an archeological dig in Egypt are brought to the famous Louvre museum in Paris
C.O.G.,"A cocky young man travels to Oregon to work on an apple farm. Out of his element
í¬í™” ì†ìœ¼ë¡œ,"A civil war broke out in the 1950's between North and South Korea which changed the country forever. 71: Into the Fire centres on the struggles of 71 student soldiers that fought through the Korean War. Using real people and events
For Greater Glory - The True Story of Cristiada,"A chronicle of the Cristeros War (1926-1929)
No Direction Home: Bob Dylan,"A chronicle of Bob Dylan's strange evolution between 1961 and 1966 from folk singer to protest singer to ""voice of a generation"" to rock star."
